title,urls
"A Wrinkle in Time (Time Quintet, #1)",https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time
The Fault in Our Stars,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars
Matilda,https://www.goodreads.com/book/show/39988.Matilda
The Perks of Being a Wallflower,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World
Sense and Sensibility,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility
,https://www.goodreads.com/book/show/21787.The_Princess_Bride
,https://www.goodreads.com/book/show/1371.The_Iliad
,https://www.goodreads.com/book/show/4406.East_of_Eden
,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows
,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings
,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning
,https://www.goodreads.com/book/show/7784.The_Lorax
,https://www.goodreads.com/book/show/6148028-catching-fire
,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones
,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
,https://www.goodreads.com/book/show/285500.The_Declaration_of_Independence_The_Constitution_of_the_United_States
,https://www.goodreads.com/book/show/76620.Watership_Down
,https://www.goodreads.com/book/show/6514.The_Bell_Jar
,https://www.goodreads.com/book/show/17899948-rebecca
,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory
,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None
,https://www.goodreads.com/book/show/44767458-dune
,https://www.goodreads.com/book/show/2318271.The_Last_Lecture
,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit
,https://www.goodreads.com/book/show/12232938-the-lovely-bones
,https://www.goodreads.com/book/show/2122.The_Fountainhead
,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland
,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild
,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
,https://www.goodreads.com/book/show/838729.The_Return_of_the_King
,https://www.goodreads.com/book/show/5472.Animal_Farm_1984
,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven
,https://www.goodreads.com/book/show/343.Perfume
,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday
,https://www.goodreads.com/book/show/252577.Angela_s_Ashes
,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz
,https://www.goodreads.com/book/show/61215372-the-two-towers
,https://www.goodreads.com/book/show/310259.Love_You_Forever
,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia
,https://www.goodreads.com/book/show/6656.The_Divine_Comedy
,https://www.goodreads.com/book/show/6288.The_Road
,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream
,https://www.goodreads.com/book/show/2156.Persuasion
,https://www.goodreads.com/book/show/2547.The_Prophet
,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose
,https://www.goodreads.com/book/show/119322.The_Golden_Compass
,https://www.goodreads.com/book/show/7190.The_Three_Musketeers
,https://www.goodreads.com/book/show/43641.Water_for_Elephants
,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas
,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth
,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_
,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull
,https://www.goodreads.com/book/show/18254.Oliver_Twist
,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
,https://www.goodreads.com/book/show/33648131-the-notebook
,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita
,https://www.goodreads.com/book/show/7260188-mockingjay
,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes
,https://www.goodreads.com/book/show/168642.In_Cold_Blood
,https://www.goodreads.com/book/show/4989.The_Red_Tent
,https://www.goodreads.com/book/show/17250.The_Crucible
,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
,https://www.goodreads.com/book/show/4900.Heart_of_Darkness
,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera
,https://www.goodreads.com/book/show/7445.The_Glass_Castle
,https://www.goodreads.com/book/show/143534.The_Gift_of_the_Magi
,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being
,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire
,https://www.goodreads.com/book/show/10534.The_Art_of_War
,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales
,https://www.goodreads.com/book/show/70401.On_the_Road
,https://www.goodreads.com/book/show/21348.Aesop_s_Fables
,https://www.goodreads.com/book/show/8130077-the-screwtape-letters
,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde
,https://www.goodreads.com/book/show/22034.The_Godfather
,https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set
,https://www.goodreads.com/book/show/36236124-fight-club
,https://www.goodreads.com/book/show/16902.Walden
,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels
,https://www.goodreads.com/book/show/2932.Robinson_Crusoe
,https://www.goodreads.com/book/show/22463.The_Origin_of_Species
,https://www.goodreads.com/book/show/16981.Invisible_Man
,https://www.goodreads.com/book/show/6969.Emma
,https://www.goodreads.com/book/show/28862.The_Prince
,https://www.goodreads.com/book/show/10959.Sophie_s_World
,https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales
,https://www.goodreads.com/book/show/2493.The_Time_Machine
,https://www.goodreads.com/book/show/472331.Watchmen
,https://www.goodreads.com/book/show/17690.The_Trial
,https://www.goodreads.com/book/show/19380.Candide
,https://www.goodreads.com/book/show/546018.Roots
,https://www.goodreads.com/book/show/6149.Beloved
,https://www.goodreads.com/book/show/6867.Atonement
"The Fellowship of the Ring (The Lord of the Rings, #1)",https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring
Go Ask Alice,https://www.goodreads.com/book/show/46799.Go_Ask_Alice
The Things They Carried,https://www.goodreads.com/book/show/133518.The_Things_They_Carried
Tuck Everlasting,https://www.goodreads.com/book/show/84981.Tuck_Everlasting
My Sister's Keeper,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper
"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent
Stranger in a Strange Land,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
The Sun Also Rises,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises
"The Mists of Avalon (Avalon, #1)",https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon
Mere Christianity,https://www.goodreads.com/book/show/40792344-mere-christianity
"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://www.goodreads.com/book/show/28187.The_Lightning_Thief
The Phantom Tollbooth,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
The Tale of Peter Rabbit,https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit
"Murder on the Orient Express (Hercule Poirot, #10)",https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
The Complete Maus,https://www.goodreads.com/book/show/15195.The_Complete_Maus
Number the Stars,https://www.goodreads.com/book/show/47281.Number_the_Stars
